grupo,categoria,titulo,url,logo,tvg_id,fonte
Filmes,Movies,Atrescine (1080p),http://181.114.57.246:4000/play/KgkA9tT2SpLYm86J/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Atrescine_logo.svg/960px-Atrescine_logo.svg.png,Atrescine.es@SD,iptv-org
Filmes,Movies,Aurora Media Films (720p),https://cdn.streamhispanatv.net:3417/live/auroramflive.m3u8,https://i.imgur.com/DVC5w6H.png,AuroraMediaFilms.gt@SD,iptv-org
Filmes,Movies;Series,AXN Asia Indonesia (1080p),https://indihuy.streamized.net/atm/DASH/axn/manifest.mpd,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/AXN_logo_%282015%29.svg/960px-AXN_logo_%282015%29.svg.png,AXNAsia.sg@Indonesia,iptv-org
Filmes,Movies,AXN Black Romania [Not 24/7],http://315e5a5d.ottrast.com/iptv/MM4E93NGF5LADZ/6952/index.m3u8,https://i.imgur.com/Peo1QiZ.png,AXNBlack.us@Romania,iptv-org
Filmes,Movies,AXN CEE Romania [Not 24/7],http://315e5a5d.ottrast.com/iptv/MM4E93NGF5LADZ/7008/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/AXN_logo_%282015%29.svg/960px-AXN_logo_%282015%29.svg.png,AXNCEE.es@Romania,iptv-org
Filmes,Movies,B4U Bhojpuri (1080p),https://cdnb4u.wiseplayout.com/B4U_Bhojpuri/master.m3u8,https://i.imgur.com/NwOQUDp.png,B4UBhojpuri.in@SD,iptv-org
Filmes,Movies,B4U Kadak (1080p) [Not 24/7],https://cdnb4u.wiseplayout.com/B4U_Kadak/master.m3u8,https://dtil.tmsimg.com/assets/s142695_ld_h15_aa.png?lock=720x540,B4UKadak.in@SD,iptv-org
Filmes,Movies,B4U Movies (1080p) [Geo-blocked],https://amg00877-b4unew-amg00877c2-lg-in-5260.playouts.now.amagi.tv/playlist.m3u8,https://i.imgur.com/M9kMFJl.png,B4UMovies.in@India,iptv-org
Filmes,Movies,Bhojpuri Cinema (720p),https://live-bhojpuri.akamaized.net/liveabr/playlist.m3u8,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_BHOJPURI_CINEMA/images/LOGO_HD/image.png,BhojpuriCinema.in@SD,iptv-org
Filmes,Movies,BIZ Cinema (1080p),https://fl.biztv.media/cinema_720_EMfSyXgoRdiIHgldXTZICucKTIeCKO/index.m3u8,https://biztv.uz/static/media/biz-cinema.286b83dc.png,BIZCinema.uz@SD,iptv-org
Filmes,Classic;Movies,Bollywood Classic (1080p),http://103.213.31.109:90/BollywoodClassic/playlist.m3u8,https://i.imgur.com/ugPo6ca.png,BollywoodClassic.ro@SD,iptv-org
Filmes,Movies,Bollywood HD (1080p),http://103.213.31.109:90/BollywoodHD/playlist.m3u8,https://i.imgur.com/scDKOLS.png,BollywoodHD.ro@SD,iptv-org
Filmes,Movies,Bollywood HD Russia (576p),https://xykt-fix.github.io/cinerama_edge01/hls/BOLLYWOOD_RU/Movie009.m3u8,https://i.imgur.com/scDKOLS.png,BollywoodHD.ro@Russia,iptv-org
Filmes,Movies,Bom Cine (1080p),http://92.176.119.180:2095/play/a17f,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Logo-bom.svg/960px-Logo-bom.svg.png,BomCine.es@SD,iptv-org
Filmes,Movies,Boreal (720p) [Not 24/7],https://edge.essastream.com/borealtelevision/tracks-v1a1/mono.m3u8,https://i.imgur.com/KSquHTG.png,Boreal.do@SD,iptv-org
Filmes,Movies,"like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0"" group-title=""Movies"",Box Cinema (1080p)","https://d3s7x6kmqcnb6b.cloudfront.net/d/distro001a/QK2TKFREGRYXDI8IJGHW/hls3/now,-1m/m.m3u8?ads.vf=l_Bw4LbbQO8",https://i.imgur.com/LGJlmtp.png,BoxCinema.in@SD,iptv-org
Filmes,Movies,Bravo Farsi TV (360p),https://bravoohls.wns.live/hls/stream.m3u8,https://i.ibb.co/yynxRTS/Bravo-Farsi.jpg,BravoFarsiTV.ir@SD,iptv-org
Filmes,Movies,Cafe Film,https://cafefhls.wns.live/hls/stream.m3u8,,CafeFilm.ir@SD,iptv-org
Filmes,Movies,CCTV-6 (1080p),http://198.204.240.250:82/live/cctv6.m3u8,https://i.imgur.com/rFiaef7.png,CCTV6.cn@HD,iptv-org
Filmes,Movies,CCTV-Storm Theater (1080p),http://38.75.136.137:98/gslb/dsdqpub/fyjc.m3u8?auth=testpub,https://i.imgur.com/rEttkKm.png,CCTVStormTheater.cn@HD,iptv-org
Filmes,Movies,CCTV-The First Theater (1080p),http://38.75.136.137:98/gslb/dsdqpub/dyjc.m3u8?auth=testpub,https://i.imgur.com/eFxD3hq.png,CCTVTheFirstTheater.cn@HD,iptv-org
Filmes,Movies,Celestial Movies (576i),http://103.58.160.157:8278/720-CELESTIALMOVIES/playlist.m3u8,https://i.imgur.com/Mb5ssnu.png,CelestialMovies.hk@SD,iptv-org
Filmes,Movies,Charge! (1080p),https://fast-channels.sinclairstoryline.com/CHARGE/index.m3u8,https://i.imgur.com/1rxmu2u.png,Charge.us@SD,iptv-org
Filmes,Movies,CINDIE TV (1080p),https://d20xuwbyc4yoag.cloudfront.net/v1/master/9d062541f2ff39b5c0f48b743c6411d25f62fc25/DistroTV-MuxIP-CINDIE/387.m3u8?ads.vf=grWTpG3NQNi,https://a.jsrdn.com/hls/23208/cindie-tv/logo_20250225_222520_68.png,CINDIETV.br@HD,iptv-org
Filmes,Movies,Cine 34 [Geo-blocked],https://live3-mediaset-it.akamaized.net/Content/hls_h0_clr_vos/live/channel(b6)/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Cine34_logo.svg/960px-Cine34_logo.svg.png,Cine34.it@SD,iptv-org
Filmes,Movies,Cine Romantico (720p),https://d1si3n1st4nkgb.cloudfront.net/10502/88886011/hls/master.m3u8?ads.xumo_channelId=88886011,https://i.imgur.com/FUrrDrb.png,CineRomantico.us@SD,iptv-org
Filmes,Movies,Cine Sony (720p),https://a-cdn.klowdtv.com/live1/cine_720p/playlist.m3u8,https://i.imgur.com/bZWoDTg.png,CineSony.us@SD,iptv-org
Filmes,Movies,"like Gecko) Chrome/144.0.0.0 Safari/537.36"" group-title=""Movies"",Cinema (1080p)",https://cdn4.skygo.mn/live/disk1/CinemaTV/DASH-FTA/CinemaTV.mpd,https://i.imgur.com/yib6dM2.png,Cinema.mn@SD,iptv-org
Filmes,Movies,Cinema,http://catchup.videoline.ru/cinema/playlist.m3u8,https://i.imgur.com/b5e9qUA.png,Cinema.ru@SD,iptv-org
Filmes,Movies,Cinema Hausa (720p),https://streamdot.broadpeak.io/cff02a74da64d1459eeb779df71f0511/afxpstr/CinemaHausa/index.m3u8,https://i.imgur.com/uV5cHDW.png,CinemaHausa.za@SD,iptv-org
Filmes,Movies,CinemaWorld (720p),http://103.58.160.157:8278/720-CINEMAWORLD/playlist.m3u8,https://i.imgur.com/D2qNVZ7.png,CinemaWorld.my@SD,iptv-org
Filmes,Movies,Cinevault 80s (720p),https://aegis-cloudfront-1.tubi.video/ea1ab5d1-f554-4f6b-b03f-2611fcd94257/playlist.m3u8,https://i.imgur.com/xaCyyDd.png,Cinevault80s.us@SD,iptv-org
Filmes,Movies,Classic Cinema (240p) [Not 24/7],https://rpn.bozztv.com/gusa/gusa-classiccinema/index.m3u8,https://i.imgur.com/FJoPnTb.png,ClassicCinema.us@SD,iptv-org
Filmes,Movies,Classique TV (360p),https://stmv1.srvif.com/classique/classique/playlist.m3u8,https://i.imgur.com/rHxcraT.png,ClassiqueTV.br@SD,iptv-org
Filmes,Movies,Colors Bangla Cinema (576p),http://103.72.101.252:8080/live/1657.m3u8,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_COLORS_BANGLA_CINEMA/images/LOGO_HD/image.png,ColorsBanglaCinema.in@SD,iptv-org
Filmes,Movies,Colors Cineplex (576p),http://103.122.249.134:8000/play/a058,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_COLORS_CINEPLEX/images/LOGO_HD/image.png,ColorsCineplex.in@SD,iptv-org
Filmes,Movies,Colors Cineplex Bollywood (576p),http://103.72.101.252:8080/live/1763.m3u8,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_COLORS_CINEPLEX_BOLLYWOOD/images/LOGO_HD/image.png,ColorsCineplexBollywood.in@SD,iptv-org
Filmes,Movies,Colors Cineplex HD (1080p),http://149.71.34.166:8000/play/a00b/index.m3u8,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_COLORS_CINEPLEX_HD/images/LOGO_HD/image.png,ColorsCineplex.in@HD,iptv-org
Filmes,Movies,Colors Cineplex Superhits (576p),http://103.72.101.252:8080/live/1450.m3u8,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_COLORS_CINEPLEX_SUPERHITS/images/LOGO_HD/image.png,ColorsCineplexSuperhits.in@SD,iptv-org
Filmes,Movies,Colors Gujarati Cinema (360p),http://103.72.101.252:8080/live/1324.m3u8,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_COLORS_GUJARATI_CINEMA/images/LOGO_HD/image.png,ColorsGujaratiCinema.in@SD,iptv-org
Filmes,Movies,Colors Kannada Cinema (576p),http://103.72.101.252:8080/live/1632.m3u8,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_COLORS_KANNADA_CINEMA/images/LOGO_HD/image.png,ColorsKannadaCinema.in@SD,iptv-org
Filmes,Movies,CTB Perth Movies (720p),https://movies.ctbperth.net.au/hls/stream.m3u8,https://i.imgur.com/VB8gtCy.jpeg,CTBPerthMoviesChannel.au@SD,iptv-org
Filmes,Movies,De Pelicula Latin America,http://181.119.93.83:8000/play/a1jw/index.m3u8,https://i.imgur.com/aksM8pa.png,DePeliculaLatinAmerica.mx@SD,iptv-org
Filmes,Movies,Dhamaka Movies B4U (576p),https://cdn-1.pishow.tv/live/235/master.m3u8,https://static.wikia.nocookie.net/logopedia/images/8/8c/Dhamaka_Movies.jpg,DhamakaMoviesB4U.in@SD,iptv-org
Filmes,Movies,DiscoverFilm (720p),https://discoverfilm-discoverfilm-1-gb.samsung.wurl.tv/playlist.m3u8,https://i.imgur.com/oMnpsQ5.png,DiscoverFilm.uk@SD,iptv-org
Filmes,Movies,Dom kino,https://stream8.cinerama.uz/1054/tracks-v1a1/mono.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/%D0%9B%D0%BE%D0%B3%D0%BE%D1%82%D0%B8%D0%BF_%D0%BA%D0%B0%D0%BD%D0%B0%D0%BB%D0%B0_%D0%94%D0%BE%D0%BC_%D0%9A%D0%B8%D0%BD%D0%BE.png/960px-%D0%9B%D0%BE%D0%B3%D0%BE%D1%82%D0%B8%D0%BF_%D0%BA%D0%B0%D0%BD%D0%B0%D0%BB%D0%B0_%D0%94%D0%BE%D0%BC_%D0%9A%D0%B8%D0%BD%D0%BE.png,Domkino.ru@SD,iptv-org
Filmes,Movies,Dunia Sinema (1080p),https://unifi-live05.secureswiftcontent.com/UnifiHD/live27-1080FHD.m3u8,,DuniaSinema.my@SD,iptv-org
Filmes,Movies;Series,Ebony TV by Lionsgate (1080p),https://aegis-cloudfront-1.tubi.video/a0ad4b53-ab3a-48dd-be12-bc7f533c372c/playlist.m3u8,https://provider-static.plex.tv/epg/cms/production/234d5377-ab07-41bf-acd6-34c17c1c051a/EbonyTV_Plex_Logo_Light_1500x1000.png,EbonyTVbyLionsgate.us,iptv-org
Filmes,Movies,EBS Cinema (720p),https://rpn.bozztv.com/ebstv/ebscinema/index.m3u8,https://i.imgur.com/fewPTFE.png,EBSCinema.us@SD,iptv-org
Filmes,Movies,Ekran Movies,https://ca-rt.onetv.app/EkranMovies/index-0.m3u8?token=onetv202,https://i.ibb.co/WNyssx28/Screenshot-2025-05-18-211143.png,EkranMovies.ir@SD,iptv-org
Filmes,Movies,Epic Bhojpuri (576p),http://103.72.101.252:8080/live/3384.m3u8,https://dtil.tmsimg.com/assets/GNLZZGG0032BVJ8.png?lock=720x540,EpicBhojpuri.in@SD,iptv-org
Filmes,Movies,ETV Cinema HD (1080p),https://d27zlkxhgwrfgo.cloudfront.net/v1/master/9d43eacaed199f8d5883927e7aef514a8a08e108/ETV_CINEMA_H264_cloud_in/index.m3u8,https://dtil.tmsimg.com/assets/s143026_ld_h15_aa.png?lock=720x540,ETVCinema.in@HD,iptv-org
Filmes,Animation;Movies,FAN (1080p),http://31.148.48.15/Fan/index.m3u8,https://i.imgur.com/mDeTbaF.png,FAN.ru@SD,iptv-org
Filmes,Movies,Film4 (1080p),http://80.194.62.172:50002/stream/channelid/1764271106,https://i.imgur.com/MTSgoGI.png,Film4.uk@SD,iptv-org
Filmes,Movies,Filmax (576p),https://s3.ideationtec.live/Filmax/Filmax.m3u8,https://i.imgur.com/eLmdZ6k.png,Filmax.pk@SD,iptv-org
Filmes,Movies,Filmazia (576p),http://103.250.28.74:8000/play/a02k/index.m3u8,https://i.imgur.com/hpTCANa.png,Filmazia.pk@SD,iptv-org
Filmes,Movies,FilmBox Arthouse,https://iptv.prosto.tv/ch63/tracks-v1a1/mono.m3u8?live=1&ip=104.28.156.59&id=921233&secret=9szoe89y&21yo=0&e=1783193843&st=TtdsKDYQcxuuOa_50TuApw,https://i.imgur.com/hDg35ne.png,FilmBoxArthouse.nl@SD,iptv-org
Filmes,Movies,FilmBox Baltics,https://iptv.prosto.tv/ch64/tracks-v1a1/mono.m3u8?live=1&ip=104.28.156.59&id=921233&secret=9szoe89y&21yo=0&e=1783193705&st=MZPvPD4AwsRPTggeYFQLrA,https://i.imgur.com/gXu36aD.png,FilmBoxBaltics.nl@SD,iptv-org
Filmes,Movies,FilmBox Extra [Not 24/7],http://315e5a5d.ottrast.com/iptv/MM4E93NGF5LADZ/6996/index.m3u8,https://i.imgur.com/ML7SlIW.png,FilmBoxExtra.nl@Hungary,iptv-org
Filmes,Movies,FilmBox Family [Not 24/7],http://315e5a5d.ottrast.com/iptv/MM4E93NGF5LADZ/7044/index.m3u8,https://i.imgur.com/CGFyAyc.png,FilmBoxFamily.nl@Africa,iptv-org
Filmes,Movies,FilmBox Premium [Not 24/7],http://315e5a5d.ottrast.com/iptv/MM4E93NGF5LADZ/7043/index.m3u8,https://i.imgur.com/RydfsE9.png,FilmBoxPremium.nl@RO,iptv-org
Filmes,Movies,FilmBox Stars [Not 24/7],http://315e5a5d.ottrast.com/iptv/8XFKA8883W9M5K/7045/index.m3u8,https://i.imgur.com/eZFdHbR.png,FilmBoxStars.nl@Hungary,iptv-org
Filmes,Movies,Filmex (Xumo) (1080p) [Geo-blocked],https://filmex-filmex-xumo.amagi.tv/playlist.m3u8,https://i.imgur.com/Hiz2OyC.png,Filmex.mx@SD,iptv-org
Filmes,Movies,Filmex Clásico (1080p) [Geo-blocked],https://filmex-filmexclasico-xumo.amagi.tv/playlist.m3u8,https://i.imgur.com/D3dj4mv.png,FilmexClasico.mx@SD,iptv-org
Filmes,Movies,FilmRise Westerns (720p),https://dz05z8iljgvbe.cloudfront.net/master.m3u8,https://i.imgur.com/8j2npVc.png,FilmRiseWestern.us@SD,iptv-org
Filmes,Movies,Forensic Files (720p) [Geo-blocked],https://pb-x9qsxrudiq9d2.akamaized.net/webvtt/v1/18584c3f3a2a4df8/88886014/master.m3u8,https://i.imgur.com/8j2npVc.png,FilmRiseForensicFiles.us@SD,iptv-org
Filmes,Movies,GEM Bollywood,https://ca-rt.onetv.app/gembollywood/index-0.m3u8?token=onetv202,https://i.imgur.com/2XASeBk.png,GEMBollywood.tr@SD,iptv-org
Filmes,Movies,GEM Drama,https://ca-rt.onetv.app/gemdrama/index-0.m3u8?token=onetv202,https://i.imgur.com/k2pGyRH.png,GEMDrama.tr@SD,iptv-org
Filmes,Movies,GEM Drama Plus,https://ca-rt.onetv.app/gemdramaplus/index-0.m3u8?token=onetv202,https://gemgroup.tv/assets/images/channels/icon_7.png,GEMDramaPlus.tr@SD,iptv-org
Filmes,Movies,GEM Film,https://ca-rt.onetv.app/gemfilm/index-0.m3u8?token=onetv202,https://i.imgur.com/nrFz3LU.png,GEMFilm.tr@SD,iptv-org
Filmes,Movies,GEM Onyx,https://ca-rt.onetv.app/gemonyx/index-0.m3u8?token=onetv202,https://i.imgur.com/gXRIAw4.png,GEMOnyx.tr@SD,iptv-org
Filmes,Movies,GEM Pixel,https://glserver1.tamashaland.com/live/aBCH96886YznRbGOiqTnnQ__/stream_0.m3u8,https://i.ibb.co/Q3tkbPrn/icon-27.png,GEMPixel.tr@SD,iptv-org
Filmes,Movies,GEM Rubix,https://ca-rt.onetv.app/gemrubix/index-0.m3u8?token=onetv202,https://i.imgur.com/cDjOj58.png,GEMRubix.tr@SD,iptv-org
Filmes,Movies,GEM Rubix Plus,https://ca-rt.onetv.app/gemrubixplus/index-0.m3u8?token=onetv202,https://gemgroup.tv/assets/images/channels/icon_31.png,GEMRubixPlus.tr@SD,iptv-org
Filmes,Movies,GEM TV,https://ca-rt.onetv.app/gem/index-0.m3u8?token=onetv202,https://gemgroup.tv/assets/images/channels/icon_16.png,GEMTV.tr@SD,iptv-org
Filmes,Movies,GEM TV Plus,https://ca-rt.onetv.app/gemtvplus/index-0.m3u8?token=onetv202,https://gemgroup.tv/assets/images/channels/icon_17.png,GEMTVPlus.tr@SD,iptv-org
Filmes,Movies,Ghost TV (712p) [Not 24/7],https://stmv.video.expressolider.com.br/ghostv/ghostv/playlist.m3u8,https://i.imgur.com/ZVO8GVI.png,GhostTV.br@SD,iptv-org
Filmes,Movies,Gold Star,https://moviethls.wns.live/hls/stream.m3u8,,GoldStar.ir@SD,iptv-org
Filmes,Movies,Goldmines (576p),https://cdn-2.pishow.tv/live/1459/master.m3u8,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_GOLDMINES/images/LOGO_HD/image.png,Goldmines.in@SD,iptv-org
Filmes,Movies,Goldmines 2 (576p),https://cdn-2.pishow.tv/live/1460/master.m3u8,,Goldmines2.in@SD,iptv-org
Filmes,Movies,Goldmines Movies (720p),http://103.213.31.109:90/GoldminesMovies/playlist.m3u8,https://dtil.tmsimg.com/assets/s142881_ld_h15_aa.png?lock=720x540,GoldminesMovies.in@SD,iptv-org
Filmes,Movies,Grand Cinema,https://gcinemahls.wns.live/hls/stream.m3u8,,GrandCinema.tr@SD,iptv-org
Filmes,Movies,Gravitas Movies (1080p),https://d6dg3ebeih71x.cloudfront.net/Gravitas_Movies.m3u8,https://i.imgur.com/H2hD4vT.png,GravitasMovies.us@SD,iptv-org
Filmes,Movies,GREAT! movies (1080p),https://amg01753-narrativeuk-amg01753c3-lg-gb-1833.playouts.now.amagi.tv/playlist/amg01753-narrativeuk-greatmovies-lggb/playlist.m3u8,https://d2n0069hmnqmmx.cloudfront.net/epgdata/1.0/newchanlogos/512/512/skychb3709.png,GREATmovies.uk@UK,iptv-org
Filmes,Movies,GREAT! romance (1080p),https://amg01753-narrativeuk-amg01753c2-lg-gb-1832.playouts.now.amagi.tv/playlist/amg01753-narrativeuk-greatchristmas-lggb/playlist.m3u8,https://d2n0069hmnqmmx.cloudfront.net/epgdata/1.0/newchanlogos/512/512/skychb3643.png,GREATromance.uk@UK,iptv-org
